RecipeName,Ingredients,Steps,Cuisine,ingredient_text,search_field,cleaned_search_field
Chicken Biryani,"['2 cups Basmati rice, soaked for 30 minutes', '500g chicken, cut into pieces', '1 cup plain yogurt', '2 large onions, thinly sliced', '1/2 cup fried onions', '1/4 cup chopped mint leaves', '1/4 cup chopped cilantro', '1 tbsp ginger-garlic paste', '1 tsp red chili powder', '1 tsp turmeric powder', '1 tsp biryani masala powder', 'Whole spices: 1 bay leaf, 2-inch cinnamon, 4 green cardamoms, 4 cloves', '2 tbsp ghee', 'A pinch of saffron soaked in 2 tbsp warm milk', 'Salt to taste']","['Marinate chicken with yogurt, ginger-garlic paste, chili powder, turmeric, biryani masala, and salt for 1 hour.', 'Cook the soaked Basmati rice with whole spices and salt until 70% done. Drain and set aside.', 'In a heavy-bottomed pot, heat ghee. Add the sliced onions and sauté until golden.', 'Add the marinated chicken and cook for 10-15 minutes until partially cooked.', 'Layer the cooked rice over the chicken.', 'Sprinkle fried onions, mint, cilantro, and the saffron-milk over the rice.', 'Cover the pot tightly (dum). Cook on low heat for 20-25 minutes.', 'Gently fluff the rice and serve hot with raita.']",Mughlai / North Indian,"2 cups Basmati rice, soaked for 30 minutes 500g chicken, cut into pieces 1 cup plain yogurt 2 large onions, thinly sliced 1/2 cup fried onions 1/4 cup chopped mint leaves 1/4 cup chopped cilantro 1 tbsp ginger-garlic paste 1 tsp red chili powder 1 tsp turmeric powder 1 tsp biryani masala powder Whole spices: 1 bay leaf, 2-inch cinnamon, 4 green cardamoms, 4 cloves 2 tbsp ghee A pinch of saffron soaked in 2 tbsp warm milk Salt to taste","Chicken Biryani Chicken Biryani Chicken Biryani 2 cups Basmati rice, soaked for 30 minutes 500g chicken, cut into pieces 1 cup plain yogurt 2 large onions, thinly sliced 1/2 cup fried onions 1/4 cup chopped mint leaves 1/4 cup chopped cilantro 1 tbsp ginger-garlic paste 1 tsp red chili powder 1 tsp turmeric powder 1 tsp biryani masala powder Whole spices: 1 bay leaf, 2-inch cinnamon, 4 green cardamoms, 4 cloves 2 tbsp ghee A pinch of saffron soaked in 2 tbsp warm milk Salt to taste",chicken biryani chicken biryani chicken biryani cups basmati rice soaked minutes g chicken cut pieces cup plain yogurt large onions thinly sliced cup fried onions cup chopped mint leaves cup chopped cilantro tbsp gingergarlic paste tsp red chili powder tsp turmeric powder tsp biryani masala powder whole spices bay leaf inch cinnamon green cardamoms cloves tbsp ghee pinch saffron soaked tbsp warm milk salt taste
Vegetable Biryani,"['2 cups Basmati rice, soaked for 30 minutes', '2 cups mixed vegetables (carrots, peas, beans, potatoes), cubed', '1 cup plain yogurt', '2 large onions, thinly sliced', '1/2 cup fried onions', '1/4 cup chopped mint leaves', '1/4 cup chopped cilantro', '1 tbsp ginger-garlic paste', '1 tsp red chili powder', '1 tsp biryani masala powder', 'Whole spices: 1 bay leaf, 2-inch cinnamon, 4 green cardamoms, 4 cloves', '2 tbsp ghee', 'A pinch of saffron soaked in 2 tbsp warm milk', 'Salt to taste']","['Marinate vegetables with yogurt, ginger-garlic paste, chili powder, biryani masala, and salt for 30 minutes.', 'Cook the soaked Basmati rice with whole spices and salt until 70% done. Drain and set aside.', 'In a heavy-bottomed pot, heat ghee. Add sliced onions and sauté until golden.', 'Add the marinated vegetables and cook for 10 minutes until partially cooked.', 'Layer the cooked rice over the vegetables.', 'Sprinkle fried onions, mint, cilantro, and the saffron-milk over the rice.', 'Cover the pot tightly (dum). Cook on low heat for 20 minutes.', 'Gently fluff the rice and serve hot with raita.']",North Indian,"2 cups Basmati rice, soaked for 30 minutes 2 cups mixed vegetables (carrots, peas, beans, potatoes), cubed 1 cup plain yogurt 2 large onions, thinly sliced 1/2 cup fried onions 1/4 cup chopped mint leaves 1/4 cup chopped cilantro 1 tbsp ginger-garlic paste 1 tsp red chili powder 1 tsp biryani masala powder Whole spices: 1 bay leaf, 2-inch cinnamon, 4 green cardamoms, 4 cloves 2 tbsp ghee A pinch of saffron soaked in 2 tbsp warm milk Salt to taste","Vegetable Biryani Vegetable Biryani Vegetable Biryani 2 cups Basmati rice, soaked for 30 minutes 2 cups mixed vegetables (carrots, peas, beans, potatoes), cubed 1 cup plain yogurt 2 large onions, thinly sliced 1/2 cup fried onions 1/4 cup chopped mint leaves 1/4 cup chopped cilantro 1 tbsp ginger-garlic paste 1 tsp red chili powder 1 tsp biryani masala powder Whole spices: 1 bay leaf, 2-inch cinnamon, 4 green cardamoms, 4 cloves 2 tbsp ghee A pinch of saffron soaked in 2 tbsp warm milk Salt to taste",vegetable biryani vegetable biryani vegetable biryani cups basmati rice soaked minutes cups mixed vegetables carrots peas beans potatoes cubed cup plain yogurt large onions thinly sliced cup fried onions cup chopped mint leaves cup chopped cilantro tbsp gingergarlic paste tsp red chili powder tsp biryani masala powder whole spices bay leaf inch cinnamon green cardamoms cloves tbsp ghee pinch saffron soaked tbsp warm milk salt taste
Rajma Masala,"['1 cup kidney beans (rajma), soaked overnight and boiled', '1 large onion, finely chopped', '2 tomatoes, pureed', '1 tbsp ginger-garlic paste', '1 tsp cumin seeds', '1 tsp coriander powder', '1/2 tsp turmeric powder', '1/2 tsp red chili powder', '1 tsp rajma masala powder', '2 tbsp vegetable oil', 'Salt to taste']","['Heat oil in a pan. Add cumin seeds.', 'Add chopped onion and sauté until golden brown.', 'Add ginger-garlic paste and cook for a minute.', 'Add tomato puree, turmeric, coriander powder, chili powder, and rajma masala powder.', 'Cook the masala until oil separates.', 'Add the boiled rajma along with its cooking water.', 'Add salt, mix well, and bring to a simmer.', 'Cover and cook on low heat for 20-30 minutes, mashing a few beans to thicken the gravy.', 'Serve hot with rice (chawal).']",North Indian,"1 cup kidney beans (rajma), soaked overnight and boiled 1 large onion, finely chopped 2 tomatoes, pureed 1 tbsp ginger-garlic paste 1 tsp cumin seeds 1 tsp coriander powder 1/2 tsp turmeric powder 1/2 tsp red chili powder 1 tsp rajma masala powder 2 tbsp vegetable oil Salt to taste","Rajma Masala Rajma Masala Rajma Masala 1 cup kidney beans (rajma), soaked overnight and boiled 1 large onion, finely chopped 2 tomatoes, pureed 1 tbsp ginger-garlic paste 1 tsp cumin seeds 1 tsp coriander powder 1/2 tsp turmeric powder 1/2 tsp red chili powder 1 tsp rajma masala powder 2 tbsp vegetable oil Salt to taste",rajma masala rajma masala rajma masala cup kidney beans rajma soaked overnight boiled large onion finely chopped tomatoes pureed tbsp gingergarlic paste tsp cumin seeds tsp coriander powder tsp turmeric powder tsp red chili powder tsp rajma masala powder tbsp vegetable oil salt taste
Malai Kofta,"['Koftas: 1 cup mashed potatoes, 1/2 cup grated paneer, 2 tbsp cornflour, Salt, Chopped nuts (cashews, raisins)', 'Gravy: 1 onion (boiled paste), 1/2 cup tomato puree, 1/4 cup cashew paste, 1/4 cup heavy cream, 1 tsp ginger-garlic paste, 1/2 tsp garam masala, 1/2 tsp red chili powder, 2 tbsp oil, Salt']","['For koftas: Mix mashed potatoes, paneer, cornflour, and salt. Make small balls, stuffing a few nuts in the center.', 'Deep fry the koftas until golden brown. Keep aside.', 'For gravy: Heat oil. Add ginger-garlic paste.', 'Add the boiled onion paste and sauté for 2-3 minutes.', 'Add tomato puree, chili powder, and salt. Cook until oil separates.', 'Add the cashew paste and cook for 2 more minutes, stirring constantly.', 'Add 1 cup of water and garam masala. Simmer for 5 minutes.', 'Stir in the heavy cream.', 'Just before serving, gently place the koftas in the hot gravy. Do not boil after adding koftas.']",North Indian,"Koftas: 1 cup mashed potatoes, 1/2 cup grated paneer, 2 tbsp cornflour, Salt, Chopped nuts (cashews, raisins) Gravy: 1 onion (boiled paste), 1/2 cup tomato puree, 1/4 cup cashew paste, 1/4 cup heavy cream, 1 tsp ginger-garlic paste, 1/2 tsp garam masala, 1/2 tsp red chili powder, 2 tbsp oil, Salt","Malai Kofta Malai Kofta Malai Kofta Koftas: 1 cup mashed potatoes, 1/2 cup grated paneer, 2 tbsp cornflour, Salt, Chopped nuts (cashews, raisins) Gravy: 1 onion (boiled paste), 1/2 cup tomato puree, 1/4 cup cashew paste, 1/4 cup heavy cream, 1 tsp ginger-garlic paste, 1/2 tsp garam masala, 1/2 tsp red chili powder, 2 tbsp oil, Salt",malai kofta malai kofta malai kofta koftas cup mashed potatoes cup grated paneer tbsp cornflour salt chopped nuts cashews raisins gravy onion boiled paste cup tomato puree cup cashew paste cup heavy cream tsp gingergarlic paste tsp garam masala tsp red chili powder tbsp oil salt
Matar Paneer,"['200g paneer, cubed', '1 cup green peas (matar), boiled', '1 large onion, finely chopped', '2 tomatoes, pureed', '1 tbsp ginger-garlic paste', '1 tsp cumin seeds', '1 tsp coriander powder', '1/2 tsp turmeric powder', '1/2 tsp red chili powder', '1/2 tsp garam masala', '2 tbsp vegetable oil', 'Salt to taste']","['Heat oil in a pan. Add cumin seeds.', 'Add chopped onion and sauté until golden.', 'Add ginger-garlic paste and cook for 1 minute.', 'Add tomato puree, turmeric, coriander powder, and chili powder. Cook until oil separates.', 'Add the boiled green peas and 1 cup of water. Bring to a simmer.', 'Add the paneer cubes and salt.', 'Cover and cook for 5-7 minutes.', 'Stir in the garam masala and serve hot.']",North Indian,"200g paneer, cubed 1 cup green peas (matar), boiled 1 large onion, finely chopped 2 tomatoes, pureed 1 tbsp ginger-garlic paste 1 tsp cumin seeds 1 tsp coriander powder 1/2 tsp turmeric powder 1/2 tsp red chili powder 1/2 tsp garam masala 2 tbsp vegetable oil Salt to taste","Matar Paneer Matar Paneer Matar Paneer 200g paneer, cubed 1 cup green peas (matar), boiled 1 large onion, finely chopped 2 tomatoes, pureed 1 tbsp ginger-garlic paste 1 tsp cumin seeds 1 tsp coriander powder 1/2 tsp turmeric powder 1/2 tsp red chili powder 1/2 tsp garam masala 2 tbsp vegetable oil Salt to taste",matar paneer matar paneer matar paneer g paneer cubed cup green peas matar boiled large onion finely chopped tomatoes pureed tbsp gingergarlic paste tsp cumin seeds tsp coriander powder tsp turmeric powder tsp red chili powder tsp garam masala tbsp vegetable oil salt taste
Rogan Josh,"['500g mutton or lamb, cut into pieces', '1/2 cup plain yogurt, whisked', '1 large onion, sliced', '1 tbsp ginger-garlic paste', '1 tsp fennel powder (saunf)', '1 tsp dry ginger powder (sonth)', '1 tbsp Kashmiri red chili powder (for color)', '1/4 tsp asafoetida (hing)', 'Whole spices: 2 bay leaves, 2 black cardamoms, 4 green cardamoms, 1-inch cinnamon, 4 cloves', '1/4 cup mustard oil', 'Salt to taste']","['Heat mustard oil in a pressure cooker until it smokes. Let it cool slightly.', 'Add asafoetida and all the whole spices. Sauté for 30 seconds.', 'Add sliced onions and fry until golden brown.', 'Add the mutton pieces and fry on high heat until browned on all sides.', 'Add ginger-garlic paste and cook for 1-2 minutes.', 'Lower the heat. Add the whisked yogurt, stirring continuously to prevent curdling.', 'Add Kashmiri chili powder, fennel powder, dry ginger powder, and salt. Mix well.', 'Add 1 cup of water. Secure the lid and pressure cook for 5-6 whistles or until the mutton is tender.', 'Let the pressure release naturally. Simmer for a few more minutes if the gravy is too thin.']",Kashmiri / North Indian,"500g mutton or lamb, cut into pieces 1/2 cup plain yogurt, whisked 1 large onion, sliced 1 tbsp ginger-garlic paste 1 tsp fennel powder (saunf) 1 tsp dry ginger powder (sonth) 1 tbsp Kashmiri red chili powder (for color) 1/4 tsp asafoetida (hing) Whole spices: 2 bay leaves, 2 black cardamoms, 4 green cardamoms, 1-inch cinnamon, 4 cloves 1/4 cup mustard oil Salt to taste","Rogan Josh Rogan Josh Rogan Josh 500g mutton or lamb, cut into pieces 1/2 cup plain yogurt, whisked 1 large onion, sliced 1 tbsp ginger-garlic paste 1 tsp fennel powder (saunf) 1 tsp dry ginger powder (sonth) 1 tbsp Kashmiri red chili powder (for color) 1/4 tsp asafoetida (hing) Whole spices: 2 bay leaves, 2 black cardamoms, 4 green cardamoms, 1-inch cinnamon, 4 cloves 1/4 cup mustard oil Salt to taste",rogan josh rogan josh rogan josh g mutton lamb cut pieces cup plain yogurt whisked large onion sliced tbsp gingergarlic paste tsp fennel powder saunf tsp dry ginger powder sonth tbsp kashmiri red chili powder color tsp asafoetida hing whole spices bay leaves black cardamoms green cardamoms inch cinnamon cloves cup mustard oil salt taste
Masala Dosa,"['Dosa Batter: 1 cup parboiled rice, 1/2 cup raw rice, 1/4 cup urad dal (black lentils), 1 tsp fenugreek seeds, Salt', 'Potato Masala: 3 large potatoes (boiled and mashed), 1 onion (sliced), 1 tsp mustard seeds, 1 tsp chana dal, 1 tsp urad dal, 1/2 tsp turmeric, 2 green chilies (chopped), 1-inch ginger (grated), Curry leaves, 2 tbsp oil, Salt']","['For batter: Soak rices and lentils/fenugreek separately for 6 hours. Grind to a smooth paste. Mix, add salt, and ferment overnight.', 'For masala: Heat oil. Add mustard seeds, chana dal, and urad dal. Sauté until golden.', 'Add onion, green chilies, ginger, and curry leaves. Sauté until onions are soft.', 'Add turmeric, mashed potatoes, and salt. Mix well. Cook for 2-3 minutes.', 'For dosa: Heat a flat non-stick pan (tava). Pour a ladle of batter in the center and spread outwards in a circular motion to make a thin crepe.', 'Drizzle 1/2 tsp of oil or ghee around the edges.', 'When the dosa turns golden and crisp, place 2-3 tbsp of the potato masala in the center.', 'Fold the dosa and serve hot with sambar and chutney.']",South Indian,"Dosa Batter: 1 cup parboiled rice, 1/2 cup raw rice, 1/4 cup urad dal (black lentils), 1 tsp fenugreek seeds, Salt Potato Masala: 3 large potatoes (boiled and mashed), 1 onion (sliced), 1 tsp mustard seeds, 1 tsp chana dal, 1 tsp urad dal, 1/2 tsp turmeric, 2 green chilies (chopped), 1-inch ginger (grated), Curry leaves, 2 tbsp oil, Salt","Masala Dosa Masala Dosa Masala Dosa Dosa Batter: 1 cup parboiled rice, 1/2 cup raw rice, 1/4 cup urad dal (black lentils), 1 tsp fenugreek seeds, Salt Potato Masala: 3 large potatoes (boiled and mashed), 1 onion (sliced), 1 tsp mustard seeds, 1 tsp chana dal, 1 tsp urad dal, 1/2 tsp turmeric, 2 green chilies (chopped), 1-inch ginger (grated), Curry leaves, 2 tbsp oil, Salt",masala dosa masala dosa masala dosa dosa batter cup parboiled rice cup raw rice cup urad dal black lentils tsp fenugreek seeds salt potato masala large potatoes boiled mashed onion sliced tsp mustard seeds tsp chana dal tsp urad dal tsp turmeric green chilies chopped inch ginger grated curry leaves tbsp oil salt
Idli,"['1 cup urad dal (black lentils)', '2 cups idli rice (or parboiled rice)', '1 tsp fenugreek seeds (optional)', 'Salt to taste']","['Wash and soak the urad dal (with fenugreek) and idli rice in separate bowls for at least 4-6 hours.', 'Drain the urad dal and grind it in a wet grinder or blender, adding water sparingly, until you get a very smooth, fluffy batter.', 'Drain the rice and grind it to a slightly coarse texture.', 'Combine the ground dal and rice batter in a large bowl. Add salt and mix well with your hands.', 'Cover the bowl and let the batter ferment in a warm place for 8-12 hours, or until it has risen and doubled in volume.', 'Grease the idli plates with oil. Stir the fermented batter gently.', 'Pour the batter into the idli molds.', 'Steam in an idli cooker or a large pot with boiling water for 10-12 minutes.', 'Let it rest for 5 minutes before demolding. Serve hot with sambar and chutney.']",South Indian,1 cup urad dal (black lentils) 2 cups idli rice (or parboiled rice) 1 tsp fenugreek seeds (optional) Salt to taste,Idli Idli Idli 1 cup urad dal (black lentils) 2 cups idli rice (or parboiled rice) 1 tsp fenugreek seeds (optional) Salt to taste,idli idli idli cup urad dal black lentils cups idli rice parboiled rice tsp fenugreek seeds optional salt taste
Sambar,"['1 cup toor dal (pigeon peas)', '1/2 cup mixed vegetables (drumstick, carrots, brinjal, pumpkin)', '1 small onion, quartered', '1 tomato, chopped', '1 tbsp tamarind pulp, soaked in 1/2 cup warm water', '2 tbsp sambar powder', '1/2 tsp turmeric powder', 'Tempering: 1 tsp mustard seeds, 1/2 tsp asafoetida (hing), 2 dried red chilies, 1 sprig curry leaves, 1 tbsp oil', 'Salt to taste']","['Pressure cook the toor dal with turmeric and 2 cups of water until soft and mushy. Whisk it well.', 'In a separate pot, cook the mixed vegetables, onion, and tomato with 1 cup of water until tender.', 'Add the cooked dal to the vegetables.', 'Add the tamarind water, sambar powder, and salt. Mix well.', 'Let the sambar simmer for 10-15 minutes on low heat.', 'For tempering: Heat oil in a small pan. Add mustard seeds. When they pop, add red chilies, curry leaves, and asafoetida.', 'Pour the tempering over the simmering sambar. Mix and serve hot.']",South Indian,"1 cup toor dal (pigeon peas) 1/2 cup mixed vegetables (drumstick, carrots, brinjal, pumpkin) 1 small onion, quartered 1 tomato, chopped 1 tbsp tamarind pulp, soaked in 1/2 cup warm water 2 tbsp sambar powder 1/2 tsp turmeric powder Tempering: 1 tsp mustard seeds, 1/2 tsp asafoetida (hing), 2 dried red chilies, 1 sprig curry leaves, 1 tbsp oil Salt to taste","Sambar Sambar Sambar 1 cup toor dal (pigeon peas) 1/2 cup mixed vegetables (drumstick, carrots, brinjal, pumpkin) 1 small onion, quartered 1 tomato, chopped 1 tbsp tamarind pulp, soaked in 1/2 cup warm water 2 tbsp sambar powder 1/2 tsp turmeric powder Tempering: 1 tsp mustard seeds, 1/2 tsp asafoetida (hing), 2 dried red chilies, 1 sprig curry leaves, 1 tbsp oil Salt to taste",sambar sambar sambar cup toor dal pigeon peas cup mixed vegetables drumstick carrots brinjal pumpkin small onion quartered tomato chopped tbsp tamarind pulp soaked cup warm water tbsp sambar powder tsp turmeric powder tempering tsp mustard seeds tsp asafoetida hing dried red chilies sprig curry leaves tbsp oil salt taste
Coconut Chutney,"['1 cup fresh grated coconut', '1/4 cup roasted chana dal (dalia)', '1-2 green chilies', '1/2 inch ginger', 'Salt to taste', 'Water as needed', 'Tempering: 1 tsp mustard seeds, 1 tsp urad dal, 1 dried red chili, 1 sprig curry leaves, 1 tsp oil']","['In a blender, combine grated coconut, roasted chana dal, green chilies, ginger, and salt.', 'Add a little water at a time and grind to a smooth paste.', 'Transfer the chutney to a bowl.', 'For tempering: Heat oil in a small pan. Add mustard seeds. When they pop, add urad dal, red chili, and curry leaves.', 'Sauté until the urad dal turns golden.', 'Pour the tempering over the chutney and mix.', 'Serve with idli, dosa, or vada.']",South Indian,"1 cup fresh grated coconut 1/4 cup roasted chana dal (dalia) 1-2 green chilies 1/2 inch ginger Salt to taste Water as needed Tempering: 1 tsp mustard seeds, 1 tsp urad dal, 1 dried red chili, 1 sprig curry leaves, 1 tsp oil","Coconut Chutney Coconut Chutney Coconut Chutney 1 cup fresh grated coconut 1/4 cup roasted chana dal (dalia) 1-2 green chilies 1/2 inch ginger Salt to taste Water as needed Tempering: 1 tsp mustard seeds, 1 tsp urad dal, 1 dried red chili, 1 sprig curry leaves, 1 tsp oil",coconut chutney coconut chutney coconut chutney cup fresh grated coconut cup roasted chana dal dalia green chilies inch ginger salt taste water needed tempering tsp mustard seeds tsp urad dal dried red chili sprig curry leaves tsp oil
Vada Pav,"['Vada: 2 large potatoes (boiled, mashed), 1 tsp mustard seeds, 1 tsp ginger-garlic-chili paste, 1/2 tsp turmeric, Curry leaves, Salt', 'Batter: 1 cup gram flour (besan), 1/4 tsp turmeric, Pinch of baking soda, Salt, Water', '8 pav (small bread buns)', 'Dry garlic chutney', 'Green chutney', 'Oil for deep frying']","['For vada: Heat 1 tbsp oil. Add mustard seeds, curry leaves, and ginger-garlic-chili paste. Sauté.', 'Add turmeric, mashed potatoes, and salt. Mix well. Let it cool and form into round patties.', 'For batter: Mix besan, turmeric, baking soda, and salt. Add water to make a thick, smooth batter.', 'Dip the potato patties (vada) into the batter and deep fry in hot oil until golden brown.', 'To assemble: Slit the pav bun, leaving one side intact.', 'Generously spread green chutney on one side and dry garlic chutney on the other.', 'Place the hot vada in the center. Serve immediately.']",Maharashtrian / Street Food,"Vada: 2 large potatoes (boiled, mashed), 1 tsp mustard seeds, 1 tsp ginger-garlic-chili paste, 1/2 tsp turmeric, Curry leaves, Salt Batter: 1 cup gram flour (besan), 1/4 tsp turmeric, Pinch of baking soda, Salt, Water 8 pav (small bread buns) Dry garlic chutney Green chutney Oil for deep frying","Vada Pav Vada Pav Vada Pav Vada: 2 large potatoes (boiled, mashed), 1 tsp mustard seeds, 1 tsp ginger-garlic-chili paste, 1/2 tsp turmeric, Curry leaves, Salt Batter: 1 cup gram flour (besan), 1/4 tsp turmeric, Pinch of baking soda, Salt, Water 8 pav (small bread buns) Dry garlic chutney Green chutney Oil for deep frying",vada pav vada pav vada pav vada large potatoes boiled mashed tsp mustard seeds tsp gingergarlicchili paste tsp turmeric curry leaves salt batter cup gram flour besan tsp turmeric pinch baking soda salt water pav small bread buns dry garlic chutney green chutney oil deep frying
Vegetable Pakora,"['1 large onion, thinly sliced', '1 large potato, thinly sliced', '1/2 cup spinach, chopped', '1 cup gram flour (besan)', '1/4 cup rice flour (for crispness)', '1 tsp ajwain (carom seeds)', '1/2 tsp red chili powder', '1/2 tsp turmeric powder', 'Salt to taste', 'Water (as needed)', 'Oil for deep frying']","['In a large bowl, combine all the vegetables (onion, potato, spinach).', 'Add gram flour, rice flour, ajwain, chili powder, turmeric, and salt.', 'Sprinkle a small amount of water (1-2 tbsp at a time) and mix. The moisture from the vegetables should be enough to bind the flour. You want a very thick, coating batter, not a liquid one.', 'Heat oil in a pan for deep frying.', 'Drop spoonfuls of the vegetable-batter mixture into the hot oil.', 'Fry on medium heat, turning occasionally, until golden brown and crisp.', 'Drain on a paper towel and serve hot with chutney or ketchup.']",Indian Snack,"1 large onion, thinly sliced 1 large potato, thinly sliced 1/2 cup spinach, chopped 1 cup gram flour (besan) 1/4 cup rice flour (for crispness) 1 tsp ajwain (carom seeds) 1/2 tsp red chili powder 1/2 tsp turmeric powder Salt to taste Water (as needed) Oil for deep frying","Vegetable Pakora Vegetable Pakora Vegetable Pakora 1 large onion, thinly sliced 1 large potato, thinly sliced 1/2 cup spinach, chopped 1 cup gram flour (besan) 1/4 cup rice flour (for crispness) 1 tsp ajwain (carom seeds) 1/2 tsp red chili powder 1/2 tsp turmeric powder Salt to taste Water (as needed) Oil for deep frying",vegetable pakora vegetable pakora vegetable pakora large onion thinly sliced large potato thinly sliced cup spinach chopped cup gram flour besan cup rice flour crispness tsp ajwain carom seeds tsp red chili powder tsp turmeric powder salt taste water needed oil deep frying
Jalebi,"['Batter: 1 cup all-purpose flour, 1 tbsp gram flour (besan), 1/2 tsp active dry yeast, 1 tsp sugar, 3/4 cup warm water', 'Syrup: 1 cup sugar, 1/2 cup water, 4-5 strands of saffron, 1/2 tsp cardamom powder, 1 tsp lemon juice', 'Ghee or oil for deep frying']","['For syrup: Boil sugar, water, and saffron until it reaches a one-string consistency. Add cardamom powder and lemon juice (to prevent crystallization). Keep it warm.', 'For batter: Mix flour, besan, sugar, and yeast in a bowl. Add warm water to make a smooth, thick, pancake-like batter.', 'Cover and let it ferment in a warm place for 1-2 hours.', 'Heat ghee/oil in a flat-bottomed pan on medium heat.', 'Fill the fermented batter into a squeeze bottle or a piping bag.', 'Squeeze the batter in a circular, overlapping motion directly into the hot oil to form the jalebi spirals.', 'Fry until golden and crisp on both sides.', 'Remove the jalebi from the oil, drain, and immediately soak in the warm sugar syrup for 1-2 minutes.', 'Remove from syrup and serve hot.']",Indian Dessert,"Batter: 1 cup all-purpose flour, 1 tbsp gram flour (besan), 1/2 tsp active dry yeast, 1 tsp sugar, 3/4 cup warm water Syrup: 1 cup sugar, 1/2 cup water, 4-5 strands of saffron, 1/2 tsp cardamom powder, 1 tsp lemon juice Ghee or oil for deep frying","Jalebi Jalebi Jalebi Batter: 1 cup all-purpose flour, 1 tbsp gram flour (besan), 1/2 tsp active dry yeast, 1 tsp sugar, 3/4 cup warm water Syrup: 1 cup sugar, 1/2 cup water, 4-5 strands of saffron, 1/2 tsp cardamom powder, 1 tsp lemon juice Ghee or oil for deep frying",jalebi jalebi jalebi batter cup allpurpose flour tbsp gram flour besan tsp active dry yeast tsp sugar cup warm water syrup cup sugar cup water strands saffron tsp cardamom powder tsp lemon juice ghee oil deep frying
Gulab Jamun,"['Jamuns: 1 cup milk powder, 1/4 cup all-purpose flour, 1/4 tsp baking soda, 1 tbsp ghee, 2-3 tbsp milk (to knead)', 'Syrup: 1.5 cups sugar, 1.5 cups water, 2-3 green cardamoms (crushed), A few strands of saffron', 'Ghee or oil for deep frying']","['For syrup: Boil sugar, water, cardamom, and saffron. Simmer for 5 minutes until the syrup is slightly sticky. Turn off heat.', 'For jamuns: In a bowl, mix milk powder, flour, and baking soda.', 'Rub in the ghee with your fingertips.', 'Add milk, 1 tbsp at a time, to form a soft, smooth dough. Do not knead too much.', 'Grease your palms and make small, smooth, crack-free balls from the dough.', 'Heat ghee/oil on low heat. The oil should be just hot enough, not smoking.', 'Add the balls to the oil. They will sink and then rise. Fry on low heat, stirring gently, until they are dark golden brown (this can take 10-15 minutes).', 'Drain the fried jamuns and add them directly to the warm (not hot) sugar syrup.', 'Let them soak for at least 1-2 hours before serving.']",Indian Dessert,"Jamuns: 1 cup milk powder, 1/4 cup all-purpose flour, 1/4 tsp baking soda, 1 tbsp ghee, 2-3 tbsp milk (to knead) Syrup: 1.5 cups sugar, 1.5 cups water, 2-3 green cardamoms (crushed), A few strands of saffron Ghee or oil for deep frying","Gulab Jamun Gulab Jamun Gulab Jamun Jamuns: 1 cup milk powder, 1/4 cup all-purpose flour, 1/4 tsp baking soda, 1 tbsp ghee, 2-3 tbsp milk (to knead) Syrup: 1.5 cups sugar, 1.5 cups water, 2-3 green cardamoms (crushed), A few strands of saffron Ghee or oil for deep frying",gulab jamun gulab jamun gulab jamun jamuns cup milk powder cup allpurpose flour tsp baking soda tbsp ghee tbsp milk knead syrup cups sugar cups water green cardamoms crushed strands saffron ghee oil deep frying
Kheer (Rice Pudding),"['1/4 cup Basmati rice, soaked for 30 minutes', '1 liter full-fat milk', '1/2 cup sugar (or to taste)', '1/2 tsp cardamom powder', '2 tbsp mixed nuts (almonds, pistachios), slivered', '1 tbsp raisins (optional)', 'A few strands of saffron']","['Drain the soaked rice. Coarsely grind it or leave it whole.', 'In a heavy-bottomed pot, bring the milk to a boil.', 'Add the rice to the boiling milk. Reduce the heat to low.', 'Simmer, stirring frequently to prevent sticking, for 25-30 minutes, or until the rice is cooked and the milk has thickened.', 'Add the sugar, cardamom powder, and saffron.', 'Stir and cook for another 5-10 minutes, until the sugar is dissolved.', 'Stir in the nuts and raisins.', 'Serve warm or chilled.']",Indian Dessert,"1/4 cup Basmati rice, soaked for 30 minutes 1 liter full-fat milk 1/2 cup sugar (or to taste) 1/2 tsp cardamom powder 2 tbsp mixed nuts (almonds, pistachios), slivered 1 tbsp raisins (optional) A few strands of saffron","Kheer (Rice Pudding) Kheer (Rice Pudding) Kheer (Rice Pudding) 1/4 cup Basmati rice, soaked for 30 minutes 1 liter full-fat milk 1/2 cup sugar (or to taste) 1/2 tsp cardamom powder 2 tbsp mixed nuts (almonds, pistachios), slivered 1 tbsp raisins (optional) A few strands of saffron",kheer rice pudding kheer rice pudding kheer rice pudding cup basmati rice soaked minutes liter fullfat milk cup sugar taste tsp cardamom powder tbsp mixed nuts almonds pistachios slivered tbsp raisins optional strands saffron
